ID	text
ID_100041	"Aside from the Classic Star Wars aesthetic that was very well incorporated in this new installment, there is really not much else to look forward to.Most scenes felt like a repetition of the previous, with an exception to changes in atmosphere. Other than that, the same three- part pattern was there: Characters verbally narrate the ""Why's"" and ""How's"" of the story, nostalgic references or characters are thrown in to help the audience feel as if the story is more intricate or clever than it truly is. Finally, the characters find a way to transport themselves to another planet or place, and the pattern repeats itself over again.In a way, the entire thing felt like an experimental development of the Star Wars Universe. There are numerous settings with a diverse range of characters, but the writing is bland, and most of the acting, except from Rey and Fin is mediocre at most. Numerous wide shots expound on well-thought out atmospheres, but this in no way justifies the lack of narrative depth."
ID_100042	"So, my opinion of this movie is that it is the ""greatest movie of all time."" WHY? Let us get started. Number One: This movie is the first one to be in Sphero's ""Watch with me"" features with its BB-8. If you have a BB-8 from Sphero, you get what I mean if you have iPhone 5s or later. Number Two: The music by John Williams is FANTASTIC! I am so mad at the Academy that it did not give John Williams and Oscar for his music!!!!! This movie is his 50th Oscar nomination! WHY THE HELL DID THEY NOT GIVE HIM AN Oscar!?!?!?!??!?!Number Three: The old characters finally return. Bad news, is that George Lucas is not there to help make it, so that is a bit a problem that does not matter. Number Four: This movie is similar to Star Wars: A New Hope.Number Five: Daisy Ridley's performance as Rey is GREAT! Even though she is not my favorite person, she really got her talent through and she made the production quicker. I agree with some people that she is fun to watch.Those are the five main reasons why this movie is the greatest movie of all time. May the force be with The Force Awakens."
ID_100043	I have grown up with Star Wars. I was nine when I went to the original. Empire Strikes Back is my favourite film of all time and I don't care what the basement detractors say, I liked the prequels and they get an undeserved bad rap. They're movies, they're entertaining, get over it. The Force Awakens has everything you want in a Star Wars movie. The acting was good, as was the action and special effects. If you're a fan you owe it to yourself to go see it. If you're a hater you probably still will and then spend the rest of your time on the net complaining how George Lucas raped your childhood and JJ is a hack. Don't listen to the pathetic haters, go see it for yourself. You won't be disappointed!10/10
ID_100044	"With this absolute epic, Star Wars.....is......back! JJ Abrams achieved a small miracle in creating a movie that respects its original material, brings in a ton of new characters, makes it appealing for new viewers and sets up a story to build a new Star Wars trilogy on. Without giving away too many spoilers, the story revolves around a scavenger (Rey), a renegade stormtrooper(Finn) and a fighter pilot(Poe) in their quest to defeat an enemy with the power to endanger the galaxy. To be honest, actual great acting has never been a strong point in any of the previous Star Wars movies. This trend has thankfully been broken, as the stellar cast give great performances throughout the whole movie. The newcomers Daisy Ridley and John Boyega, playing as Rey and Finn respectively, prove themselves more than capable of carrying the load in continuing the saga. They both show great chemistry together and give us extremely likable characters, with Rey bringing the heart of the film and Finn the abundant energy. Oscar Isaacs, who plays Poe, is the veteran among the young cast and pulls of a cool and smart-ass X-wing pilot. And finally, the old cast returns to give this film a true Star Wars feel to it. Harrison Ford returns as Han Solo and has not seemed to skip a beat since 1983, as he is as cheeky and bad-ass as ever. His witty banter with Chewbacca is a pleasure to watch, but Ford also brings a strong emotional performance this time too. Carrie Fisher as Leia also returns, in a rather small role, and delivers some sweet scenes with Han and the new cast. However, the most complex character with the best arc in this movie, is the antagonist Kylo Ren. Ren, played by Adam Driver, gives us an extremely intimidating villain with a troubled past we are eager to discover. Ultimately, he serves us more than a Darth Vader wannabe. JJ Abrams alongside Lawrence Kasdan wrote a fun and entertaining screenplay with plenty of emotional plot twists and content. Each main character has its own background and motivation, which develops over the duration of the film. A pleasant surprise to see is the humor used in the movie. The comedic relief in the film was used very effectively in developing chemistry and sympathy for the characters. It is also a sign that the movie does not take itself too seriously as the prequels did. The Force Awakens is filled with exhilarating action and moves with great pace during these scenes. Yet, Abrams knows to slow it down during scenes conveying intense emotion giving the audience time to process all that is thrown at them. These combined make it easy to understand the main characters' motivations, making the emotional investment so much better. As is typical of Star Wars, the movie is full of awe inspiring visual images and astonishing sound editing, creating new sounds for laser beams, light sabers, and alien noises. The cinematography is equally impressive, showing beautiful landscape shots of new planets reminiscent of the original trilogy. The cinematographer also shows us a diverse array of shots, giving heart- pounding POV shots inside the cockpit and nice long shots of the battlefield giving it a great scope while avoiding confusion caused by the numerous explosions. John Williams makes a welcome return to the Star Wars franchise with a bombastic new score, but also with nicely timed inserts of his famous original music to bring up emotional heartwarming feeling among the old-school fans. In conclusion, The Force Awakens is a return to greatness for the Star Wars franchise. This beautiful reunion of old characters combined with the introduction of promising new characters results in an emotional, adventure trip that left me excited for what is coming next. To quote Jimmy Kimmel, this movie was probably ""the most anticipated sequel since the New Testament"". So expect this movie to be under the most intense scrutiny by reviewers as they dissect the movie to its core to find the tiniest (I.E. laughably non-existent) flaws. In the end, The Force Awakens delivers as a fantastic Star Wars film and an incredibly worthy addition to the franchise."
ID_100045	Episode 7 has redeemed a franchise that, for many traditional fans, had become a niggling source of disappointment.This is everything that 1, 2 & 3 weren't. The acting is solid - something we've never really associated with the franchise. The music is not clichéd - there are some new themes which will most likely catch on. The storyline is coherent and promises longevity and the action is gripping. From the opening scene you realise that 32 years after Return of the Jedi and the utter disappointment of 1, 2 & 3, Star Wars fans are finally in for a incredible treat!It is a return to what worked. The directing is solid as is the dialogue. In fact, it's the best dialogue in all eight films. 5*
ID_100046	I don't need to pathetically hyper analyze it to love it. It was brilliant from start to finish. Unlike the godawful Lord of the Rings films, which are completely unwatchable. I really loved the movie, can't wait to watch it again. I wasn't sure what JJ Abrams would do with the film but he has been unbelievably great for the franchise. It gets really emotional at times and is just an absolute pleasure to watch. It felt like it was 1980 again. It's great to see this franchise resurrected and it was a beautifully natural continuation that delivered in spades! #TYJJ
ID_100047	"Before I start writing this review, I want to say I'm a huge fan of George Lucas' Universe. I have the 6 previous movies on Blu-Ray, which I love very much. I also played the games, watched Star Wars the Clone Wars film and TV show as well as reading the books.So I was eager to see this brand new episode of the main saga. The first without George Lucas in command. I heard good things about JJ Abrams and how he turned all he touched in gold so I was expecting a lot. At the end I am quite disappointed.It would be wrong to say everything is bad in this movie. It's still entertaining and enjoyable to watch. But I expected so much more of it. It's not any kind of saga we are talking here. It's a classic one which enchanted so many fans throughout the world for several decades. This is Star Wars and it should be something which will stay in memories whatever happens. And about that, it fails big times as it levels down with the average blockbusters of the genre. It has lost its magic. It's so saddening really and truly something I would have never foreseen. Even the Emperor wouldn't have.The only appealing side of 'The Force Awakens' and the only thing that seems to work almost correctly was the come back of the original cast. I wont lie, it's great to see Harrison Ford, Mark Hamill and Carrie Fisher back. When Han Solo and Chewbacca appear for the first time and listening Ford saying ""Chewie we're home"", I had a shiver. It was maybe the only time it did or was it another one when we see Leia and Han seeing each other for the first time.The rest of the cast is not bad but because of the lack of vision haunting this movie until the end, the characters are quite shallow. They have potential but you really need to dig much deeper to allow them expressing it completely. The only new face I really appreciated was BB8 the new droid. He is not as brave as R2D2 but his mimics melted me. He's really cute and sympathetic.Now lets talk about the mishaps. JJ Abrams missed his target. We never wished to see a copy & paste of the Original trilogy even if it's much bigger and stronger. What I was expecting was a movie which would be as visionary as the original story. So at the end I would have the feeling that despite all I've seen about Star Wars, it will still keep surprising me by bringing something new.Instead we have a fast-forwarded and very poorly written version of A New Hope and Return of The Jedi. The new characters are just the 2016 alter egos of the 1977 ones. There is absolutely not a single drop of originality throughout the movie. We have no difficulty to understand that Rey is related to Luke because like him she is stranded in a desert planet, trying to make a living by scavenging ships. Finn is just the black version of Han Solo. He wants to get out of the grip of the First Order aka The Galactic Empire or what's left of it, just like Han Solo wanted to escape from Jabba the Hutt. BB8 is R2D2, the only hope for the Resistance aka the Rebel Alliance, to save themselves from the Order. Kylo Ren is Anakin/Darth Vader who betrayed Luke as his grand father betrayed Obi Wan in a very identical way. And Han Solo is taking the role of Obi Wan as the iconic member getting killed by the bad guy. Like I said a copy & paste!So yes JJ Abrams definitely missed what makes the Star Wars Saga essence: the story. The Force Awakens hasn't any story. It has no vision. It may work for a movie like Transformers but you do that with Star Wars and you're digging your grave. As JJ Abrams used most of the material provided by the first trilogy, should I expect that he will pillage the Prequel trilogy for Episode 8? I would suggest JJ to use George Lucas for the next episode scriptwriting but as they are already producing Episode 8 while the Force Awakens is still available on theaters, I think we will enjoy another epic failure. George, Come Back!"
ID_100048	I mean honestly, what do these whiny nerds want? Prior to episode 7, I distinctly remember die-hard fans complaining how the prequels were pure garbage. Now you're all saying you miss the prequels? XD XD XDThis movie was great! I'm seriously baffled by some of these reviews. I'm sure if this series is ever rebooted, or another entry releases in 20+ years, you'll all yearn for JJ's Star Wars. You people have no idea what you want and will just complain no matter what is put forth. Cut the crap.I thought this movie was great. The new characters, Finn and Rey, were instantly likable, and the inclusion of old favorites felt natural. I highly recommend this film and I think most NORMAL people will enjoy it.
ID_100049	Before watching The Force Awakens, I was slightly skeptical. However, I can safely say I am now a HUGE fan of the Star Wars universe!The Force Awakens stands as a rock-solid foundation of a promising trilogy, which will easily surpass the original trilogy if this incredibly high standard of film making is carried forward.Clearly J.J. Abrams enjoyed every minute of work when directing this movie, and he expresses his love for the Star Wars franchise extremely well by respecting the original material and cleverly linking the trilogies and simultaneously building new, strong characters who rival even the classics such as Han or Luke. Overall, I would say that TFA is a must-see movie, not only for fans of the Star Wars franchise, but for anyone who has access to a television screen. J.J Abrams does an absolutely masterful job at showing his love and passion for Star Wars, and the finished products (Yay Episode 9!!!!) will all go down in history as some of the greatest films of any trilogy in history.
ID_100050	"I love Star Wars, especially the original stuff, of course. The Force Awakens stays true to the original trilogy; with the start of the film on a Tatooine-like planet, Jakku, as per usual. It follows the thrilling journey of the brilliant Poe of the Resistance and Finn of past Storm trooper relation, at first, as you are thrown into the blistering excitement. But then there is a twist in the main hero being a girl. It works both simply for a change, but also in that it is pretty much a first in as big a film as Star Wars that the main character is a female. That wouldn't matter, though, if the character wasn't a likable hero, or if the acting wasn't any good. Fortunately, those boxes are ticked, as with every character in the film bar Snoke, who is an example of bad CGI, unfortunately. He doesn't play a very big part, though, and other than him the special effects are fantastic — with the use of more practical effects being a refreshing move from Lucasarts, and one that the film benefits from, as it doesn't look artificial like so many films do nowadays (The Hobbit, Star Wars prequels, Avengers, etc).Along with the great use of practical effects, there are fantastically designed costumes all over the joint, with great designs ranging from the new-look storm troopers to Kylo Ren and his super cool outfit.Going back to character, though, the move from Disney to advertise Finn as the main Jedi was clever, as it meant for the reveal of Rey as the Jedi to be much better than otherwise could have been possible. Finn, though, is a fantastic character, with John Boyega deserving more nominations than he's received for his charismatic performance. One other thing done well with The Force Awakens is the lack of slow story development which so marred the progress of the prequel films, and A New Hope, and also the decision to focus on characters to develop the story other than excess plot development means for better character development and means you actually like the characters, unlike Episodes I, II and III. Moreover, the return of light-heartedness and inclusion of comedy makes it an even more enjoyable watch; however, mixed with darker themes clearly inspired by the best parts of Episode III, there is more violence and concentration on action — with that providing excitement, and the comedy bringing extra enjoyment. Finn personifies the more light- hearted approach along with the brilliant BB8, and Kylo Ren is a fantastic vehicle for the darker side of the film, who I love – even though some people might think he's a bit of a snotty nosed dork. Kylo Ren is probably just as good a villain as Darth Maul in my opinion at least, but he's used much, much better, fortunately. Ah, yes. The Phantom Menace. Let's all remind ourselves of that excellent part of film history. Good for you and me, though, we can forget about that now, because we have the sequel trilogy, which could even be better than the original if they keep on getting things right like they did with this film.One more thing I'm grateful was done right was the score. A mixture of both classic tracks and new ones, it's fantastic in both providing towards all the drama and the overall feel of the film. Because, by using both old tracks and new ones it reminds you of the past (sparking your nostalgia) whilst also bringing something new, which the film does fantastically with every aspect; from the story to the cast to the sets to the action and to the (you guessed it) score. Other than being a tad ridiculous in some plot turns, and lacking quite the same grandness of scale in sets and cast that the original films did – but only just, mind you; it's pretty much perfect in what it has set out to do; providing excitement, enjoyment, drama, action and nostalgia in abundance. Enough for a boy like me to squeal.Verdict:The Force Awakens is the main product of Disney's buy out, and so I'm very happy Disney got involved if it meant this beast of a film was made. It was almost a dream of mine that there would be a sequel trilogy, and it has actually happened, so I was aptly excited. My excitement was repaid emphatically, as when I sat in the cinema fulfilling one of my most anticipated pipe dreams, I was blown away by this surprisingly light-hearted yet violent, action packed and particularly well crafted, yes, beast of a film.So I give it: 94/100."
ID_100051	When it comes to this, it seems that there really isn't much of substance to this movie. Various things happen, a lot of commotion on the screen, but where do they ultimately lead? What is the bigger picture? Truth is that there isn't even a bigger picture. What we see, is all that is and it is nothing particularly exciting even if they try to mask the hollowness behind a bunch of explosions, shootings and other stuff. To be honest, I see no difference between this Star Wars movie or any average Michael Bay movie. Plot wise it's about as deep as Transformers. We have got Harisson Fordie back and Carrie Fisher and that weird blonde dude. Carrie used to be smoking in the 80's. I mean, she does look a bit like a farmer from 19th century, but in that slave outfit, even if the movie was bland as hell, I could still enjoy the sight of her cleavage. But now she's 60 and that sight isn't particularly attractive to me anymore. And Ford? He used to be such a man in the 80's. But now he's just an old man, who looks like he should be at a retirement home watching TV with other old people. And the blonde dude is just as annoying as he was. He ain't a Jedi. Just a farm boy. This movie really lacks in every department imaginable. How you suppose for me to enjoy a piece like this when there's nothing beyond the sparkling facade? Where's the emotion? Where's the depth? In my opinion Star Wars has to be one of the worst franchises imaginable and I will never associate myself with any person that belongs to it's fan base.
ID_100052	"Star Wars: The Force Awakens. A new story about old stories. The obvious thing is that the new film of the new trilogy looks very nice, even when compared with the films of the 2000s, and especially when compared with the original trilogy. But, the story itself very strongly in some places begins to resemble the ""New Hope"". There are Darth Vader, Luke Skywalker and others in this film, but in a more different form, which is why history begins to repeat itself accordingly. But even with these moments, you want to watch the new Star Wars, because it's all just as beautiful and interesting. New characters have entered this huge universe well and I hope they will take root well in it."
ID_100053	1977 was a big year in the cinema. Star Wars (later titled Episode IV-A New Hope) came out. It was a big year for me as well. I went to see my first James Bond film in the cinema. Star Wars I saw some years later on television, which as my brother said 20 minutes in. It is just some characters walking in the desert.JJ Abrams who ran out of ideas by the time he went on to direct Star Trek: Into Darkness has not waited long to reuse old ideas for Star Wars 7. Just as Creed carries on the Rocky saga by going back to Rocky 1 & 2, Abrams with Lawrence Kasdan & Michael Arndt has gone back to A New Hope to set up this new trilogy.We are back to the world of Star Wars and with advances in technology, special effects, CGI and animatronics we have not advanced much in visuals from the original trilogy which is over 30 years old from The Return of the Jedi. The visuals are uninspired and rather lazy.We have a Tattooine like planet where a young woman, Rey meets a droid carrying important information regarding Luke Skywalker. Rey comes across Finn a storm-trooper who has had a reawakening of his own and met a rebel fighter to escape.Rey seems to be feeling the force and in a series of coincidences or I guess the power of the force escapes her pursuers in a wreck which turns out to be the Millennium Falcon and later comes across Han Solo and Chewbacca.That is not all the Darth Vader like baddie is the grandson of Darth Vader, the son of Han and Princess Leia who has gone over to the dark side but still conflicted with the power of good. Their will be a father and son reunion and you can all guess how this will turn out as the scene is reminiscent of when Obi Wan encountered Darth Vader.It is entertaining, they put on all the right beats with action scenes coming at the right time and some humour, star cameos such as Daniel Craig voicing a storm-trooper or an actress, Harriet Walter who is the niece of Christopher Lee. It is just the story has been recycled and you think that after 30 years, this is the best they could do?If Lucas wanted a new trilogy he might has well remastered and re- edited his original trilogy because I know where this is heading.
ID_100054	Well, what can I say. First, let me state I'm 42 years old and a massive Star Wars fan. And if there's one reason why this movie is so fantastic, it's that I saw the same wonder and magic in my daughter's eyes that I had when I was a young boy.They did it! They finally managed to bring the Star Wars universe to life. All the bad things from the prequels are gone, all the good parts from the originals are back. It's exciting, funny, spectacular, emotional and everything a Star Wars movie should be. What an achievement from the entire team of director, producers, cast and designers. So many things to love about this. I had been waiting for this for SO long, and god I'm so happy it lived up to my hopes for it.Can't wait to see what's coming!
ID_100055	And I thought Jar Jar Binks was the pits for this movie series. Jeeez, was I wrong.They have now managed to turn this into a politically correct, both when it comes to sex and race, boring and totally non-entertaining pile of horse manure, that not even the most hard-core Star Wars fan could possibly like.And Harrison Ford? Oh man.. why oh why? BB-8 was probably the only one in the whole show that managed the upgrade from the past till the present, with any kind of dignity.Please. Please. Stop doing this. Make movies for adults with a brain, instead of for 12-year olds with Alzheimer.
ID_100056	Lousy movie, stupid, shallow, even more childish than ever. Same sh@t, different outdated gimmicks piled on an ancient concept that never evolved to graduate from a child care center.The young black actor, John Boyega, is a terrible cast and a very bad actor, looks stupid and very unlikable. Since Obama, Hollywood and TV industries had stupidly jumped on the Politically Correct Wagon, putting many unnecessary and inappropriate black actors as leading roles. This young guy's face looked just retarded and moronically pathetic! His acting in this film had undoubtedly further jeopardized this already childish film even more painful to watch.Another politically correct must-have role was the white female leading role to match up the black role for the inter-racial relationship and/or romance is cool social agenda and the feminine and the women rights is the right time to join together with the ever demanding minority rights. By using this film to tell the public that these two minorities are far superior to the dominant white majority power. This Star Wars new flick just looked very childish and outdated with laughable story-line and scenarios, the screenplay looked like written by a bunch of Star Wars fans in junior high or high school dropouts, patching up a half-baked childish game plan to fool around. The graphics and special effects in this lousy film also looked terribly outdated and primitive, just blindly borrowed from the old flicks and never renewed even a bit. The only change was the rolling new droid. Nothing more and nothing else. Verdict: What a bomber! Those who involved in making this crap should be permanently banned from making any more movie.
